draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda_atk.1,lambda_atk.2,lambda_atk.3,lambda_atk.4,lambda_def.1,lambda_def.2,lambda_def.3,lambda_def.4,theta.1,theta.2,theta.3,theta.4
323,-8.801628675618304,0.9401560280595342,0.03474156963999406,5.0,42.0,1.0,15.458549746363449,2.547530963011006e-69,5.1839921305120904e-51,3.998367971389379e-38,2.739638185132941e-140,4.586561641967064e-09,8.037565547307975e-10,8.89801591202208,7.234847992048871e-28,6.074996154977726e-97,6.436974939436473e-15,0.02388756714870079,9.04620942891912e-56
324,-9.149728888190566,0.9371886778234384,0.03474156963999406,5.0,35.0,1.0,11.469024873206195,9.939606465514391e-62,5.9700882159382776e-43,1.8713863511888104e-45,1.4881603806218599e-146,2.8769592461972943e-15,8.427351063605752e-07,3.584768848811803e-11,5.703883004586757e-28,5.199246587781289e-97,1.8588915501014736e-09,8.032138204887338e-08,3.4716899041174435e-64
325,-8.784881275916405,0.888888857437909,0.03474156963999406,3.0,9.0,1.0,16.130909530891067,4.0674722058513154e-50,8.485233458375922e-41,1.817366952028584e-45,9.47554100935501e-150,1.1557847524558575e-15,6.61753292323831e-06,1.915687675696358e-10,1.1345573169576213e-27,6.296828350006288e-96,1.1153133473306052e-10,0.00014522125177392407,1.5793651882233593e-63
326,-7.615224676195339,0.9779284925766696,0.03474156963999406,5.0,46.0,1.0,9.457410511055675,2.459885025641749e-32,1.6986540056365914e-29,9.97141117333877e-53,8.955798716330363e-145,6.179502672949438e-15,8.98120240220876e-11,2.670323269337817e-13,4.356956568219519e-21,1.4701570909094858e-87,8.630261521970763e-11,3.373077260391248e-05,9.468140998138863e-47
327,-7.651936880394942,0.9006213543475833,0.03474156963999406,3.0,11.0,1.0,14.167295885856783,1.7715361355630766e-36,4.949568819185766e-32,1.2826443955268035e-53,2.746119059273601e-140,3.7145902762075173e-16,1.6114320844575614e-12,1.513616345041993e-10,6.987225085084523e-19,1.3554141876017474e-85,6.827321065842866e-10,6.658436465802375e-05,2.0758254840473296e-50
328,-7.708996772451883,0.9362142698363717,0.03474156963999406,4.0,23.0,1.0,13.04503251153332,2.6802460720462684e-32,7.710409157351963e-37,2.0599929838372735e-42,3.0928657862904395e-139,5.577386959395318e-13,5.2799206297894195e-09,1.166061932066576e-10,1.8757728639889777e-23,9.12292667391214e-82,4.0617432803131004e-14,1.3162893649630428e-06,1.984528640751786e-64
329,-7.712218516745679,0.9344993296084131,0.03474156963999406,4.0,21.0,1.0,13.979841305160559,6.73586257269963e-29,3.3333238732819077e-32,4.12318500242042e-40,1.2234956564612857e-140,6.134840204525126e-13,8.629518581029828e-10,1.286619931676442e-08,2.187948900801145e-20,2.647422079882863e-87,2.7273429099672096e-19,2.3809879956665838e-07,2.0491709246851857e-66
330,-7.531354861339423,0.8689679006895278,0.03474156963999406,3.0,9.0,1.0,12.071878811254663,2.870883180595844e-23,5.680105753880599e-30,2.0483863474531302e-35,2.6884385244942017e-142,6.329152105502361e-12,1.0721357682173525e-09,8.63157533716272e-08,3.173296071999942e-18,1.0190729911760063e-89,3.768290362687515e-19,9.813798823509596e-09,6.761000409899741e-70
331,-7.463167230528597,0.8465683323779734,0.03474156963999406,3.0,9.0,1.0,15.979032079874791,4.941028801886669e-26,4.496395095645693e-25,3.8904595920219325e-38,6.4256188362676805e-146,1.812435324663372e-11,1.1206108747353969e-08,5.1395484304761205e-09,1.5808376856580718e-17,3.938514339033357e-88,9.26338718915667e-19,4.551433023611507e-09,2.5588416185454676e-65
332,-7.197900508485191,0.9319778386546488,0.03474156963999406,4.0,19.0,1.0,14.738653764152073,5.042999154423045e-20,3.7347376669489146e-17,1.0097597971812266e-34,5.527566249961923e-170,5.858149138166242e-18,1.4664656935073744e-10,0.0021978075462171015,2.648608164305152e-11,2.942332143490249e-90,1.666668506933862e-12,1.6121646263844542e-09,8.133901327250187e-66
333,-7.614194916939141,0.4995098759364521,0.03474156963999406,2.0,6.0,1.0,10.599930296719593,3.062939722877735e-24,6.975649591065768e-19,1.8083856341893495e-34,4.197972630930497e-170,6.406438678739722e-18,1.8707416730985577e-10,5.050065155516422e-05,1.546166744358237e-09,7.383366966837327e-90,1.4797944371912288e-12,2.52874045703219e-10,2.5619047598605677e-66
334,-7.197960681579616,0.6083057308621346,0.03474156963999406,2.0,5.0,1.0,10.052198409260146,2.1398550143169692e-18,3.054677549298394e-17,1.07169592033281e-33,2.852679961767402e-171,1.1973818234838817e-17,4.999755584541067e-10,9.519640716645805e-05,2.178159114142609e-08,1.1211332405759779e-88,1.465162048412844e-12,2.4029829737287656e-11,1.2277777412597848e-66
335,-7.300411125932442,0.3920416236492798,0.03474156963999406,1.0,3.0,1.0,14.923534375282413,7.27548670060826e-17,6.130270722168115e-16,1.553117310249722e-35,3.742254872885062e-170,1.7382371216280652e-17,2.0801958697153993e-09,9.891387610270795e-05,1.6226929730378244e-09,4.241693532227562e-87,1.2895871757495314e-12,1.725290215664662e-10,3.2109339870345086e-66
336,-7.009592514943961,0.6552209208571316,0.03474156963999406,2.0,4.0,1.0,10.301394708640697,1.1125282840304893e-16,1.5017316427983441e-16,6.742422624864942e-36,5.200038223304406e-171,3.002859606183709e-17,1.6750159315794207e-09,2.663201999993439e-05,9.741698628709725e-09,4.5200974934704636e-88,4.142907658674563e-13,1.4649611723142354e-10,5.345213889187749e-66
337,-7.5349116343077185,0.7233455166224485,0.03474156963999406,3.0,9.0,1.0,11.452134350699907,4.872236051747774e-32,7.397714091891291e-18,9.494948020205388e-36,7.721717192600137e-168,1.2673877680037902e-16,3.5125551925885075e-09,0.0008926463084725393,5.0933358310916345e-12,1.67093071969264e-84,2.2343603638912755e-13,0.0004346121983912041,3.753733210206937e-69
338,-7.6262179705031485,0.7950643291296905,0.03474156963999406,2.0,7.0,1.0,18.306534453228906,2.7458063244218164e-34,1.5298892534054245e-21,8.356494076148075e-34,5.039071001933138e-165,1.9721416931823697e-18,1.2281402737468958e-09,0.003307508701010086,6.585498963392787e-13,1.1251624023468186e-90,1.2288157926886052e-09,2.418610435771759e-08,1.0385028033346982e-62
339,-7.647590358026719,0.8955370007794644,0.03474156963999406,3.0,11.0,1.0,12.698036374151147,4.9858821803934607e-29,4.1753443629972587e-22,1.6617728181779832e-34,4.1588512695714305e-167,1.158296356587437e-19,2.9355447495698673e-10,0.01029640415219049,1.5514452338427632e-12,2.4091120667982644e-92,8.175730625884936e-11,6.045682785397261e-08,4.137751830869149e-62
340,-8.962099009802841,0.8914047301551591,0.03474156963999406,3.0,11.0,1.0,17.669594064726567,3.0081920831417713e-54,2.685631291505542e-27,1.0882468067047702e-35,3.5730815862334843e-166,2.303488024782103e-19,5.520848345140583e-10,6.795448794485669e-10,1.746565613233109e-13,4.1536795735048285e-99,6.484101834745895e-08,3.0179779407266223e-15,8.06734213072412e-70
341,-8.0802667835801,0.798197231576426,0.03474156963999406,3.0,11.0,1.0,13.911817637644894,8.955041405709218e-52,7.225344795370505e-22,1.5612723724521001e-35,1.791594253415601e-155,4.857868027964449e-19,3.4199177543648487e-06,4.799626843120241e-10,2.964301384826881e-15,6.921611623667692e-103,4.1105107114166475e-09,1.2638913000179806e-05,4.01961525744697e-57
342,-8.063052730824893,0.7442915050859948,0.03474156963999406,2.0,5.0,1.0,10.961293305567862,1.1424163541323263e-51,6.0573515337365014e-21,1.8281536109298154e-35,2.3219664215118274e-155,3.443383461530659e-19,4.503964850291798e-06,3.199595376343915e-09,3.962993587502128e-15,6.249160587004801e-104,1.6466452676823918e-08,2.6190796293546753e-06,2.2167228222032604e-57
343,-9.155044778372712,0.9480855820971844,0.03474156963999406,5.0,33.0,1.0,12.904240572778132,8.408387042695251e-63,2.313925512130968e-24,1.2792631328657117e-34,5.4700628745309176e-160,2.2227750594913096e-22,0.0002103164854574119,2.823543326622497e-08,1.608965334548283e-17,6.847882940771321e-103,1.9413946133198445e-05,8.389058032684614e-15,4.040089840475207e-79
344,-8.913772948914357,0.9373226738904301,0.03474156963999406,4.0,19.0,1.0,13.595737887998915,2.3625803384410814e-55,1.351729579822736e-29,2.7092047055655953e-43,2.1495234442001884e-149,6.458804319639166e-22,0.4346668562378227,0.0009189526065811458,1.6251050930573614e-15,1.2725249772526844e-109,2.9084834738000647e-09,6.606602793600103e-13,3.1647032239389706e-74
345,-9.530193980666354,0.9167779913331237,0.03474156963999406,3.0,13.0,1.0,17.67507748894335,7.757736428749183e-58,2.1733748931421352e-32,8.290077199560248e-56,7.333631313606193e-142,1.439513688374647e-20,36.24847996321693,0.0008334838122259205,2.9688685489961634e-15,7.967130449818578e-112,1.2545787025541663e-09,1.9568083631505038e-10,1.4137657166310078e-78
346,-9.107172094913722,0.901858873149081,0.03474156963999406,3.0,13.0,1.0,12.466165817657515,2.832532312295008e-53,5.842814448606666e-25,1.2983452725910006e-59,1.8032326424589076e-147,8.547434903193684e-20,5.1336693834882885,0.0030547637840281135,3.851952074709773e-15,1.8980084695183897e-112,1.2100191944122767e-11,3.004475280334027e-09,1.918791617300931e-75
347,-10.737038334695853,0.7856104156673935,0.03474156963999406,4.0,29.0,1.0,13.967255831532336,4.205015402622102e-67,2.894857607996374e-28,4.720588509615263e-59,1.0892581506723807e-148,7.461316418633454e-22,1.4507579348069793e-05,8.376878898720774e-09,2.0816328659312985e-06,1.2974927821230364e-126,1.0272833053960279e-14,2.956032969016838e-52,5.496542143846521e-66
348,-10.40978901296171,0.9504975022589973,0.03474156963999406,4.0,30.0,1.0,14.527092439504614,1.0386902203018388e-63,6.274423620360017e-34,1.716597574909636e-55,4.21480716299485e-142,1.4750841230100555e-24,0.00035084278176217564,2.8956989984429052e-08,2.4411036213716905e-05,6.337550982701741e-122,1.514647974769589e-13,5.994953277155524e-53,4.203700589044705e-65
349,-11.442910135269585,0.9608797092159956,0.03474156963999406,5.0,45.0,1.0,13.72651548533046,4.1962810132852065e-69,6.586537816487068e-35,2.908535383446246e-59,1.0942948005681218e-161,1.1009504207683388e-27,0.0029585878772626084,6.894793908781806e-06,1.953272378987828e-05,1.6012220642495557e-128,1.4391742714117973e-14,3.826285448700027e-59,1.6667476286782639e-66
350,-11.56044592523017,0.8466283685477917,0.03474156963999406,3.0,10.0,1.0,18.381050607840724,1.431200449293819e-66,5.417985433103711e-38,2.7737394439915813e-58,4.318374762635591e-166,3.843494664240333e-27,0.004526248403885914,3.89486450927381e-07,0.0032777460933274584,3.993117801134004e-128,2.415307438964147e-14,5.4591398364440164e-64,4.124697315912525e-65
351,-11.859813983759295,0.9380067827575905,0.03474156963999406,4.0,25.0,1.0,17.153061537391427,1.5742808079391992e-48,6.764082734620038e-32,8.218793820868636e-58,1.5887156275198059e-170,9.699098568621574e-26,3.206811060222178e-10,6.658443503678259e-10,0.00738744132907636,7.801354559132438e-129,5.855232526662768e-14,4.448805583215985e-82,1.0325529571270573e-71
352,-11.143646815690545,0.9716963887914791,0.03474156963999406,5.0,44.0,1.0,16.907928180264822,3.9493247141980627e-17,3.5938926514412496e-34,1.4975158760888317e-53,2.769302126160205e-179,3.368323100973828e-23,1.6414997577441098e-12,0.0005055910912092858,0.0020490833709559137,1.5706627800597525e-104,1.105623356353893e-18,6.404569085435031e-115,1.4899610466254264e-57
353,-12.989792339013547,0.9374804834610289,0.03474156963999406,5.0,32.0,1.0,19.07700925090728,5.201834666292214e-51,5.787959677564333e-26,2.353717898751796e-44,4.0324830635716875e-185,4.12626100536473e-25,1.0861397573298458e-09,2.478695547931888e-18,7.183382475555806e-06,1.4769897436921924e-70,8.870723047556311e-12,5.7317032288963617e-182,2.177180340703109e-73
354,-12.693321152174576,0.8860741252130259,0.03474156963999406,4.0,23.0,1.0,19.691873958680922,2.441746531553508e-65,1.4202441825941112e-28,1.2267360554648733e-38,8.784359369208853e-170,2.1146011188974414e-28,6.841313655996502e-16,5.134815930636507e-10,0.0006359539018133196,3.429401221534593e-78,1.0146956182186585e-17,3.0041968575777356e-158,9.300122481673599e-76
355,-12.863704982675472,0.7940994048435016,0.03474156963999406,2.0,5.0,1.0,17.367771285801087,8.240045991423912e-66,4.8431297663368425e-30,2.1374270394042842e-39,8.170247539158588e-172,1.4593248113023893e-28,5.649805967982862e-16,5.380219399822774e-10,5.573146551576344e-05,3.4384182381922387e-78,6.720848715468955e-18,4.0630485532078926e-158,6.9050269247120225e-77
356,-13.037887071508976,0.8199934923420381,0.03474156963999406,3.0,8.0,1.0,21.749882282072342,8.183561693459545e-63,2.226729991992228e-41,5.5920259473612e-32,1.7873013051046378e-179,5.647388617111929e-29,2.296205354126353e-19,3.8161616546066945e-10,1.1282198236730696e-05,8.354685912008894e-73,9.42359329305495e-19,3.478717183448854e-157,9.900031058684325e-77
357,-12.969319041852714,0.791323435970084,0.03474156963999406,2.0,7.0,1.0,20.167303342035815,8.185748477334986e-61,4.245530324379255e-41,5.801126396935352e-33,1.6233637431588557e-182,4.4954954999927335e-29,1.8146751809376548e-19,2.5566176912480266e-09,2.9836990004104053e-05,8.928445569550784e-72,4.034078637073911e-18,1.2526146284286773e-156,3.107720667028198e-75
358,-12.79528026554567,0.7708367637770849,0.03474156963999406,3.0,9.0,1.0,18.46393513242556,8.410849202425536e-50,2.933720575569372e-33,9.333817628725873e-30,4.701024752456014e-187,8.07719818123408e-30,1.5050703364575117e-18,1.708174210099052e-11,8.906813729829669e-08,1.2710233942225844e-81,2.61077940930641e-18,1.3216453623565303e-166,5.7111501104974234e-80
359,-12.182513098523714,0.7302439109469752,0.03474156963999406,3.0,15.0,1.0,19.926184104650602,3.561377697087791e-23,6.979714107926604e-35,3.207189779144687e-31,8.85031652198045e-174,3.654558620857469e-29,2.901516740532612e-20,4.3009517249346436e-11,3.192975319443586e-09,1.2631743637235561e-83,6.952226334225812e-11,5.892488111516255e-160,2.337012853805407e-81
360,-12.160580931582672,0.5383264356424248,0.03474156963999406,1.0,3.0,1.0,19.37554389809933,9.733774920751878e-25,2.5238498223191655e-32,5.860664930068413e-31,1.0608307826026804e-174,8.079966888596753e-29,4.5016826771752187e-20,8.771755887819286e-11,7.193874745541138e-10,1.8747737647544327e-82,8.533105250235435e-11,1.940618682215059e-158,1.7061493861358456e-83
361,-12.294111976891827,0.8244163000304369,0.03474156963999406,2.0,6.0,1.0,20.77796297211633,1.5544238206343867e-30,2.332284472771832e-31,2.201411886429798e-33,1.446780274772793e-178,4.672703739132e-28,7.943648510212739e-20,3.12898059095323e-12,2.7690359576700304e-12,1.829807634770668e-86,8.742890725147128e-11,6.507872059930397e-156,1.576440597310164e-73
362,-12.241426432583694,0.7177175745738774,0.03474156963999406,2.0,7.0,1.0,21.02692024855788,2.8359044002662566e-29,5.433722744813137e-33,3.5899601574426484e-31,2.1585846539303914e-178,4.424328912716527e-28,7.274568630980812e-19,7.339174704533074e-13,1.3016853587062897e-11,6.310637898860494e-87,2.8152205659818165e-11,1.8825878918717316e-155,8.8890042470196e-74
363,-12.178338535981538,0.893806364446652,0.03474156963999406,4.0,16.0,1.0,18.72157297882398,1.7606459089381796e-31,4.573559233948722e-39,7.630298354666614e-32,2.2583750346954125e-183,5.562016178813185e-32,4.6448769483424635e-14,1.2096511316579604e-07,7.669349607594504e-15,2.2689494157483148e-92,5.936179211869875e-09,1.385798329793545e-150,1.4755584821296234e-81
364,-12.178338535981538,0.5982515901813292,0.03474156963999406,2.0,5.0,1.0,17.160485743556343,1.7606459089381796e-31,4.573559233948722e-39,7.630298354666614e-32,2.2583750346954125e-183,5.562016178813185e-32,4.6448769483424635e-14,1.2096511316579604e-07,7.669349607594504e-15,2.2689494157483148e-92,5.936179211869875e-09,1.385798329793545e-150,1.4755584821296234e-81
365,-12.488473377693026,0.8623856883291897,0.03474156963999406,3.0,13.0,1.0,18.896688447231924,7.06730826038547e-32,7.873089828861229e-41,1.3563169913218133e-31,7.936938394606216e-184,2.561868876443067e-32,1.5407841251774632e-13,5.561548911237857e-08,1.6052803849329122e-13,5.33303003233797e-93,3.6708770731705788e-09,1.0301016010957702e-148,1.4734434888822226e-81
366,-12.240505649853276,0.8,0.03474156963999406,2.0,5.0,1.0,16.823970002870936,2.783624639307196e-26,1.3314826778057493e-36,6.832824721047562e-31,3.8164227870767057e-184,7.201011175851448e-33,3.163063769569133e-12,9.795557757862902e-10,2.0545594404820512e-13,1.9951723572147657e-89,1.2664726033145696e-07,5.700886716596245e-150,2.033712910565994e-77
367,-12.03814687455133,0.6666253706598699,0.03474156963999406,1.0,3.0,1.0,17.75038702284892,3.0701200153873637e-21,6.139287361527888e-37,3.5537000522439195e-31,5.435036985120549e-182,1.931309057456493e-32,2.889341021373118e-12,8.811077839176778e-10,2.01797545621496e-13,4.655578925388412e-89,2.2402452897467542e-07,1.8650980037434336e-149,1.1334617786738007e-76
368,-12.053668655908496,0.7514688527771028,0.03474156963999406,2.0,6.0,1.0,17.027918286381265,5.06566069848007e-25,2.4054156489446495e-35,6.673189357002267e-32,1.4180096678369115e-178,6.508004818527945e-33,1.449411907682597e-11,3.924201530861322e-09,9.170654900661482e-13,1.0349794389743019e-90,5.0576627287268574e-09,1.4931273868327969e-151,2.8269770031842192e-74
369,-12.09297306632402,0.8,0.03474156963999406,2.0,5.0,1.0,15.128827283122472,8.95372860068787e-27,4.1474802321256775e-37,2.5116170172687502e-31,4.778937883381962e-175,2.7282536815074463e-33,4.8048300713594005e-11,1.667572345041703e-09,1.8974681454954726e-14,4.052270436439715e-90,7.009815246354149e-09,4.786181443207499e-151,1.3189235566390352e-75
370,-12.404324847379712,0.8569151249702659,0.03474156963999406,3.0,8.0,1.0,15.931182007775917,1.2874885799823955e-33,9.548842787430978e-42,4.0971711564692065e-36,6.226273551502751e-177,3.691658670507576e-33,1.1020711521961894e-10,1.1918125480178218e-07,1.1708675641736867e-13,1.2742671916783644e-90,8.46847789381184e-14,1.6246162206396744e-142,2.8586150637678374e-77
371,-13.215477992981505,0.921319436314422,0.03474156963999406,3.0,13.0,1.0,22.10262673027159,1.301775613440562e-49,6.018159356713596e-39,3.897353773273091e-39,5.238459529641062e-174,9.29704766572066e-34,5.773591644543309e-10,1.0786352826409964e-06,5.924992545264924e-15,3.1779171392842634e-102,3.834093196993751e-17,1.0050547889217401e-152,8.774760529491806e-74
372,-13.356267870726242,0.6721170113933526,0.03474156963999406,2.0,5.0,1.0,19.237586861199336,1.7244491775152394e-49,1.818857402376786e-43,6.499685786117394e-39,1.1501706761699744e-177,6.829186703316855e-33,6.3956296409938015e-09,9.07188330647107e-07,5.398990622035303e-16,8.922658080365795e-103,4.464487488235101e-18,2.468446840892592e-152,9.187880087168001e-72
373,-13.875040087717935,0.9473684210526315,0.03474156963999406,4.0,19.0,1.0,20.16232602298195,1.606327451382924e-37,6.624298075630288e-48,1.3901347443985116e-37,1.7507508441320017e-181,3.622369467684763e-31,1.7017696047633308e-12,6.055240033030119e-13,1.246051951341233e-08,1.740682685750462e-122,3.954644994880878e-16,2.5459670351605413e-157,6.335896004847224e-76
374,-12.815347418004876,0.9545270870046388,0.03474156963999406,4.0,22.0,1.0,18.51967684488246,8.819634642856091e-24,2.4216800982937155e-63,1.6781584426200354e-38,3.0627248070757174e-164,5.5513480585874796e-31,4.742851278636991e-13,0.3273308264541163,3.395498624285074e-05,5.928017125026326e-135,7.450211035872002e-16,7.615724731037983e-135,1.8060680180534017e-69
375,-12.945032134410667,0.832577856569911,0.03474156963999406,2.0,7.0,1.0,15.480146348319035,3.353505270370565e-28,8.347862612318637e-63,2.341345121128489e-41,1.7273419401278411e-164,7.784427213229611e-31,7.975728127964271e-13,1.7783223104310328,3.430736026408061e-05,1.28801798650114e-133,2.9867404141260033e-15,6.336599654406991e-137,1.8582108515431117e-68
376,-12.702726992423095,0.8712813746077382,0.03474156963999406,3.0,8.0,1.0,19.779184345013395,1.5173924681534503e-15,2.1780965268601368e-63,9.795958557264864e-46,8.743237882061892e-155,1.6128662331230275e-31,5.897116729402716e-13,0.015038032213856967,0.06528266684314338,2.6816575378080667e-138,5.04625826575133e-13,1.7442775384307953e-144,8.802785330778906e-67
377,-13.214614123375668,0.8824896396015895,0.03474156963999406,3.0,9.0,1.0,17.226666010349987,3.1031639540750494e-40,1.291358904566411e-63,1.0562377305702235e-48,7.792640213387571e-165,2.8711174264964888e-30,3.138194565779371e-14,0.693681987936034,1.858515976069101,1.0125732085617802e-138,3.7920288247929186e-11,3.00606534175701e-140,1.866420501216502e-58
378,-11.68910149170938,0.9465117056182656,0.03474156963999406,4.0,20.0,1.0,18.34963398001062,1.6058591060609442e-34,7.512770437046383e-57,3.881465006985315e-39,8.351918665525302e-157,1.4431809320418323e-33,1.9887832222624898e-07,0.7763725035549802,0.5651717329177702,1.4567056905227497e-133,1.497881549309535e-06,8.830151038103324e-137,4.632350187881211e-39
379,-11.670957993215552,0.4283734474989704,0.03474156963999406,3.0,7.0,0.0,18.557234626727748,1.2814682244982767e-31,6.707242596478137e-60,6.77474101532883e-39,2.8820316840141615e-158,5.466393661714517e-33,9.311373956563018e-08,0.23020183860854268,0.0003249932349065241,1.3575611192399349e-132,8.302275200133909e-06,3.679482648922922e-133,3.3565494845553705e-39
380,-11.837256366361999,0.7373633685397659,0.03474156963999406,2.0,6.0,1.0,16.929963611003988,1.5679419216087596e-38,1.0287402931318945e-58,1.9010016278136985e-36,3.996425210106363e-159,2.474632066155186e-33,3.100752241696277e-08,1.122329854577731,5.32277165834633e-05,9.764629369002711e-136,1.8981840330174191e-06,1.4246245160162527e-129,8.113284324520602e-41
381,-11.63143109173052,0.8982869480865292,0.03474156963999406,3.0,10.0,1.0,17.547078762928514,4.312957859448999e-34,3.218544293234846e-45,6.852757051726573e-38,4.237256179445391e-160,5.289453890185419e-32,6.575002578546196e-07,0.13384769644023733,3.872468207140004e-07,8.15871575115337e-136,3.8890084632228025e-07,1.463348433986299e-131,1.2446010965899723e-44
382,-12.454445296059703,0.8773929117903035,0.03474156963999406,4.0,18.0,1.0,15.961788345996709,2.7586666508247145e-41,3.596711820015029e-52,3.657762113035702e-36,6.344261580822909e-170,2.638784838989354e-29,1.9301841596019203e-07,0.011725846666804806,7.904764006374361e-16,4.2297595351241896e-141,2.6094014830417227e-09,5.469072582946697e-126,1.0234059658007876e-48
383,-12.25550294678169,0.8426022104105386,0.03474156963999406,3.0,11.0,1.0,17.471946582404065,2.848214173339281e-29,1.0124363980774682e-49,6.167040249364228e-42,1.3281739407822169e-169,2.3706175232321676e-29,2.3813092257459288e-07,0.025990061434580224,1.016998993020007e-17,4.67519213021107e-137,1.0141449854279687e-09,6.156842031109167e-135,2.889867433293228e-42
384,-11.621084172398469,0.9651927257873296,0.03474156963999406,5.0,35.0,1.0,15.240526030104235,2.6364882032752204e-33,1.2020749792492541e-45,6.359981043863252e-61,4.663756940654597e-187,1.946265304013265e-27,0.0003019395209667557,0.03220721250264722,3.5085236364844744e-05,1.0011544959460735e-111,7.743410838246591e-20,4.761353526172848e-121,4.634509013424577e-25
385,-11.32114168883436,0.9419147737220178,0.03474156963999406,4.0,30.0,1.0,14.334675247040465,5.924130422513558e-34,5.404344821695285e-26,6.060613323049089e-78,1.4380769171128442e-178,1.0113947116765433e-26,0.042848610049890774,0.00041438918328187013,0.015797800529313177,5.8032660452535956e-98,2.8516617324963404e-21,6.516375098480257e-144,3.543801741065939e-30
386,-10.412854167234173,0.5518423824292829,0.03474156963999406,4.0,20.0,1.0,17.788129254334624,1.0744585294015394e-25,2.458308987709087e-44,2.981162526547498e-80,1.3383593954090301e-185,3.1873540682269628e-27,0.055836213086096625,0.007077560349559997,2.884503100380913,1.861726781370673e-91,2.1612211467463332e-29,4.3517651738451544e-97,0.0010856765145800613
387,-11.272121365973817,0.893434200209149,0.03474156963999406,4.0,16.0,1.0,19.40742706737154,4.302512179024175e-40,2.3432844542630436e-61,1.9722456583942847e-77,2.6760316726279912e-205,1.698863382864562e-25,1.4201606798803057,0.015144520281599102,6.484094956201398,5.546268636303977e-93,2.5383017936860333e-35,1.9967475320543453e-76,1.1469351198896918e-07
388,-10.72139031610709,0.9090165039931346,0.03474156963999406,4.0,22.0,1.0,21.254165184218763,1.2928240355622943e-29,6.399973220169738e-37,8.023694379930855e-94,1.5924674005765342e-191,9.692958094384393e-24,0.00025922840149728005,0.0003799020998589893,0.4052177374088941,2.5972091420822485e-79,2.531953780978848e-40,5.706128270127081e-62,1.1964258209635034e-37
389,-11.154963988486315,0.7896891470004598,0.03474156963999406,5.0,36.0,1.0,14.967062089294469,2.7949733165839007e-07,2.0858058671747456e-45,1.8240524398985452e-93,2.969799718359596e-176,5.524177177332918e-25,3.883700621807587e-08,4.939288557048693e-05,0.14042851498583697,8.408790590569328e-80,4.121412211487909e-35,1.264324734537514e-75,1.909727967306354e-73
390,-10.849089308780322,0.6127265264695695,0.03474156963999406,2.0,5.0,1.0,16.172274634644495,8.761164743557284e-09,5.023486656711912e-45,1.1048370298899072e-94,1.6723176937340402e-174,2.0779471452739915e-24,6.637236697030722e-08,0.00012076135075774509,0.10891041334852333,2.2602497526792936e-80,3.4653509165888915e-35,8.044216850144757e-74,3.4267065938322715e-74
391,-10.849089308780322,0.3607371914448197,0.03474156963999406,1.0,3.0,1.0,16.418897238685275,8.761164743557284e-09,5.023486656711912e-45,1.1048370298899072e-94,1.6723176937340402e-174,2.0779471452739915e-24,6.637236697030722e-08,0.00012076135075774509,0.10891041334852333,2.2602497526792936e-80,3.4653509165888915e-35,8.044216850144757e-74,3.4267065938322715e-74
392,-10.849089308780322,0.0,0.03474156963999406,0.0,1.0,1.0,16.774494134642993,8.761164743557284e-09,5.023486656711912e-45,1.1048370298899072e-94,1.6723176937340402e-174,2.0779471452739915e-24,6.637236697030722e-08,0.00012076135075774509,0.10891041334852333,2.2602497526792936e-80,3.4653509165888915e-35,8.044216850144757e-74,3.4267065938322715e-74
393,-10.849089308780322,0.0,0.03474156963999406,0.0,1.0,1.0,17.17503918517723,8.761164743557284e-09,5.023486656711912e-45,1.1048370298899072e-94,1.6723176937340402e-174,2.0779471452739915e-24,6.637236697030722e-08,0.00012076135075774509,0.10891041334852333,2.2602497526792936e-80,3.4653509165888915e-35,8.044216850144757e-74,3.4267065938322715e-74
394,-10.697106465597017,0.2755357750341796,0.03474156963999406,1.0,3.0,1.0,18.05382787304979,3.1315681716076265e-07,4.1521700833138647e-44,1.061913909318485e-95,3.8996523765760725e-171,7.2706082497977e-25,7.699218124046166e-08,3.461998684991302e-05,0.16006838680214192,4.32939443659286e-80,7.359983593305919e-35,1.574825274721249e-74,7.474458006678592e-74
395,-11.29772243772777,0.1385849828461438,0.03474156963999406,4.0,20.0,1.0,19.72335469280992,1.0371940002482688e-13,1.1679421136834369e-49,1.1246693498390013e-94,1.0192296639811737e-174,3.404916134948036e-24,3.377887257695844e-07,0.0001550833905117743,0.2788936621485959,1.7808309497515857e-79,1.4482749751972482e-33,6.745510839237056e-70,1.2564098302087095e-76
396,-11.767253494844226,0.9051457856417204,0.03474156963999406,4.0,19.0,1.0,15.42055271156611,5.553601862243447e-14,1.0822693275069719e-42,2.399203121248859e-99,4.5708992359594907e-194,6.516667570588148e-24,3.011152936311018e-08,0.014005627848269666,15.918454105479027,1.8809865041362107e-68,1.9280603890096098e-30,8.355576519367552e-77,4.406006680541353e-83
397,-12.081169872982173,0.602217983515945,0.03474156963999406,3.0,9.0,1.0,20.57962092594039,5.354016963800373e-24,7.905938132104172e-42,1.542197963941602e-101,6.624415385283506e-198,7.873968971917124e-24,7.861212894809117e-09,3.3897247517308076,0.00020896201630559762,5.884928034167719e-64,8.880860358081109e-32,1.1930496293845981e-80,2.7080287749799363e-83
